N° Adresse;N° Article ;N° Ingenieur Commercial;Date facturation ;Date livraison ;N° de facture ;N° commande;Desc article;Quantite;Qte ouverte;Commande Ouverte;Chiffre Affaire;Montant;Rupture de stock;Cout;Marge;N° Client 
11;24;17;02/04/2016;28/07/2048;1994;11870;Exclu de la vente ;2215;53;Pour achat;291097,00;5778909,00;Oui;14779,00;1489,00;10258500
6;215;16;03/04/2016;29/07/2048;2962;17234;Exclu de la vente ;168;51;Pour achat;296361,00;3547415,00;Oui;13052,00;1621,00;16836937
19;82;17;04/04/2016;30/07/2048;3838;16619;Exclu de la vente ;600;98;Pour achat;299826,00;7222466,00;Oui;13175,00;1569,00;17749163
4;59;14;05/04/2016;31/07/2048;3980;16543;Exclu de la vente ;1225;39;Pour achat;299404,00;4662009,00;Oui;10952,00;1863,00;18146251
5;90;17;06/04/2016;01/08/2048;3893;13066;Exclu de la vente ;1581;82;Pour achat;262330,00;7402905,00;Oui;17894,00;1581,00;11399627
16;107;20;07/04/2016;02/08/2048;2811;18538;Exclu de la vente ;509;47;Pour achat;278654,00;2641617,00;Oui;13928,00;1310,00;14687514
4;234;18;08/04/2016;03/08/2048;3411;12014;Exclu de la vente ;653;93;Pour achat;299496,00;4617409,00;Oui;11280,00;1553,00;17809692
13;74;10;09/04/2016;04/08/2048;2545;16341;Exclu de la vente ;1713;63;Pour achat;291010,00;7316837,00;Oui;13371,00;1101,00;10326940
9;146;20;10/04/2016;05/08/2048;2334;11876;Exclu de la vente ;2483;95;Pour achat;258770,00;5993720,00;Oui;18191,00;1859,00;12887592
15;11;17;11/04/2016;06/08/2048;2853;15218;Exclu de la vente ;1382;25;Pour achat;262634,00;4185992,00;Oui;19595,00;1328,00;10475379
10;97;13;12/04/2016;07/08/2048;3768;12118;Exclu de la vente ;1042;27;Pour achat;280508,00;2777573,00;Oui;12256,00;1279,00;15967952
10;184;18;13/04/2016;08/08/2048;2138;17234;Exclu de la vente ;1450;43;Pour achat;300000,00;6726943,00;Oui;14320,00;1308,00;14796047
20;43;12;14/04/2016;09/08/2048;2901;18714;Exclu de la vente ;1439;93;Pour achat;282374,00;2934753,00;Oui;10249,00;1289,00;15348432
6;54;13;15/04/2016;10/08/2048;1789;14304;Exclu de la vente ;2020;68;Pour achat;294543,00;6015182,00;Oui;17173,00;1319,00;12406754
9;217;20;16/04/2016;11/08/2048;2066;10773;Exclu de la vente ;871;85;Pour achat;296492,00;6842513,00;Oui;13093,00;1236,00;15998270
19;33;13;17/04/2016;12/08/2048;2438;11478;Exclu de la vente ;173;63;Pour achat;286248,00;2541400,00;Oui;18288,00;1082,00;15505992
9;175;14;18/04/2016;13/08/2048;2124;16655;Exclu de la vente ;2320;92;Pour achat;283451,00;5149059,00;Oui;13007,00;1102,00;10016714
20;125;14;19/04/2016;14/08/2048;2663;16098;Exclu de la vente ;937;44;Pour achat;282549,00;3855702,00;Oui;14211,00;1909,00;19858774
7;208;14;20/04/2016;15/08/2048;2808;13579;Exclu de la vente ;1528;24;Pour achat;275174,00;7260670,00;Oui;14243,00;1254,00;15680690
11;145;14;21/04/2016;16/08/2048;2703;12382;Exclu de la vente ;1127;37;Pour achat;265673,00;6633026,00;Oui;13413,00;1293,00;18577817
9;20;20;22/04/2016;17/08/2048;2639;15446;Exclu de la vente ;1492;43;Pour achat;290882,00;2840089,00;Oui;15387,00;1678,00;14072979
7;56;15;23/04/2016;18/08/2048;3816;10761;Exclu de la vente ;753;36;Pour achat;284452,00;4766398,00;Oui;19886,00;1821,00;10010259
13;188;16;24/04/2016;19/08/2048;2261;18828;Exclu de la vente ;2267;69;Pour achat;262285,00;7315527,00;Oui;14304,00;1867,00;12401366
7;98;19;25/04/2016;20/08/2048;3878;11865;Exclu de la vente ;2157;38;Pour achat;268930,00;3727647,00;Oui;15627,00;1090,00;13985805
17;216;19;26/04/2016;21/08/2048;3086;17616;Exclu de la vente ;898;22;Pour achat;281720,00;5653772,00;Oui;12602,00;1003,00;15454948
6;114;17;27/04/2016;22/08/2048;1627;12384;Exclu de la vente ;677;60;Pour achat;260190,00;2193638,00;Oui;11042,00;1174,00;14037762
17;44;19;28/04/2016;23/08/2048;2411;14008;Exclu de la vente ;2502;77;Pour achat;290795,00;4143308,00;Oui;10052,00;1464,00;14258081
16;32;20;29/04/2016;24/08/2048;2473;16945;Exclu de la vente ;1095;54;Pour achat;256214,00;6867793,00;Oui;14711,00;1715,00;13987761
15;157;14;30/04/2016;25/08/2048;2811;17647;Exclu de la vente ;707;58;Pour achat;293746,00;5707586,00;Oui;14648,00;1267,00;19708890
3;55;17;01/05/2016;26/08/2048;2104;10219;Exclu de la vente ;1194;33;Pour achat;289249,00;7429663,00;Oui;11312,00;1764,00;10886942
19;247;12;02/05/2016;27/08/2048;2405;17619;Exclu de la vente ;2261;63;Pour achat;259008,00;5100788,00;Oui;16023,00;1577,00;10772608
13;56;13;03/05/2016;28/08/2048;1473;13771;Exclu de la vente ;1551;71;Pour achat;295372,00;4241840,00;Oui;15815,00;1917,00;10579903
18;223;20;04/05/2016;29/08/2048;2727;15419;Exclu de la vente ;2431;36;Pour achat;275763,00;4796136,00;Oui;15489,00;1352,00;12080661
5;137;12;05/05/2016;30/08/2048;1807;15406;Exclu de la vente ;1285;99;Pour achat;260219,00;7397856,00;Oui;14504,00;1953,00;16739734
5;61;15;06/05/2016;31/08/2048;1428;13830;Exclu de la vente ;643;48;Pour achat;272209,00;5920254,00;Oui;18089,00;1055,00;18727008
13;244;11;07/05/2016;01/09/2048;2875;10925;Exclu de la vente ;312;56;Pour achat;259366,00;2573858,00;Oui;19009,00;1367,00;16505123
14;26;10;08/05/2016;02/09/2048;2809;17183;Exclu de la vente ;1383;38;Pour achat;250601,00;7759304,00;Oui;17250,00;1747,00;17144600
3;31;19;09/05/2016;03/09/2048;1589;16080;Exclu de la vente ;1308;68;Pour achat;291576,00;2485767,00;Oui;16940,00;1632,00;19516104
14;253;14;10/05/2016;04/09/2048;2244;18849;Exclu de la vente ;1268;21;Pour achat;270989,00;2454209,00;Oui;13061,00;1312,00;17198252
2;216;17;11/05/2016;05/09/2048;2528;17432;Exclu de la vente ;2412;77;Pour achat;262958,00;7986398,00;Oui;16517,00;1891,00;19937020
4;160;14;12/05/2016;06/09/2048;3820;18994;Exclu de la vente ;1862;42;Pour achat;299646,00;2426107,00;Oui;19061,00;1082,00;16815510
18;27;12;13/05/2016;07/09/2048;3342;14302;Exclu de la vente ;1661;20;Pour achat;259637,00;7445328,00;Oui;13704,00;1776,00;14000678
17;46;13;14/05/2016;08/09/2048;2923;10543;Exclu de la vente ;1700;27;Pour achat;285060,00;5692915,00;Oui;14867,00;1191,00;16444179
11;171;15;15/05/2016;09/09/2048;3262;16007;Exclu de la vente ;2248;60;Pour achat;265540,00;3154827,00;Oui;15331,00;1569,00;11190813
17;176;17;16/05/2016;10/09/2048;3688;14064;Exclu de la vente ;1809;59;Pour achat;265058,00;7479272,00;Oui;12584,00;1089,00;19705425
16;182;14;17/05/2016;11/09/2048;3134;13434;Exclu de la vente ;2129;61;Pour achat;260403,00;6645991,00;Oui;17109,00;1950,00;10644661
16;233;20;18/05/2016;12/09/2048;1446;16859;Exclu de la vente ;2462;49;Pour achat;282625,00;4207404,00;Oui;11943,00;1367,00;12168969
20;88;20;19/05/2016;13/09/2048;3559;13692;Exclu de la vente ;2139;20;Pour achat;291132,00;3678551,00;Oui;17952,00;1566,00;15515879
12;193;11;20/05/2016;14/09/2048;2047;19596;Exclu de la vente ;1970;60;Pour achat;287046,00;5663065,00;Oui;10342,00;1480,00;11457383
20;158;14;21/05/2016;15/09/2048;3580;18565;Exclu de la vente ;1604;47;Pour achat;281940,00;5135445,00;Oui;14478,00;1232,00;12647611
8;57;12;22/05/2016;16/09/2048;1764;18716;Exclu de la vente ;1401;35;Pour achat;266419,00;5508264,00;Oui;11381,00;1465,00;11484103
17;70;15;23/05/2016;17/09/2048;1916;14868;Exclu de la vente ;1667;43;Pour achat;262478,00;5852955,00;Oui;10521,00;1108,00;10377054
11;150;18;24/05/2016;18/09/2048;2705;18815;Exclu de la vente ;1231;53;Pour achat;284226,00;4133307,00;Oui;17342,00;1269,00;13113152
3;214;17;25/05/2016;19/09/2048;1476;15454;Exclu de la vente ;1626;43;Pour achat;288629,00;7895862,00;Oui;11854,00;1634,00;12864091
1;41;16;26/05/2016;20/09/2048;2321;10617;Exclu de la vente ;1990;25;Pour achat;280489,00;5357210,00;Oui;13019,00;1548,00;19514725
13;95;19;27/05/2016;21/09/2048;3979;13770;Exclu de la vente ;2125;55;Pour achat;299974,00;2373494,00;Oui;10591,00;1539,00;19055308
7;239;14;28/05/2016;22/09/2048;2637;14423;Exclu de la vente ;1081;98;Pour achat;285152,00;4820005,00;Oui;10898,00;1015,00;10686409
4;46;12;29/05/2016;23/09/2048;3707;18996;Exclu de la vente ;282;71;Pour achat;262010,00;5911327,00;Oui;17933,00;1727,00;15642105
9;46;19;30/05/2016;24/09/2048;1922;10266;Exclu de la vente ;461;83;Pour achat;269015,00;7782965,00;Oui;15790,00;1966,00;18928240
13;103;13;31/05/2016;25/09/2048;3548;15868;Exclu de la vente ;2460;44;Pour achat;266052,00;6114477,00;Oui;13030,00;1910,00;12911663
8;118;15;01/06/2016;26/09/2048;2869;10027;Exclu de la vente ;2485;49;Pour achat;283791,00;5005127,00;Oui;12349,00;1235,00;17593579
4;74;11;02/06/2016;27/09/2048;1424;12004;Exclu de la vente ;1919;91;Pour achat;252282,00;4092386,00;Oui;14879,00;1447,00;16846311
5;166;10;03/06/2016;28/09/2048;1494;13674;Exclu de la vente ;986;37;Pour achat;274505,00;6055138,00;Oui;19458,00;1610,00;10096908
19;30;16;04/06/2016;29/09/2048;3164;14571;Exclu de la vente ;1336;100;Pour achat;286695,00;5378013,00;Oui;10664,00;1019,00;15759775
5;86;15;05/06/2016;30/09/2048;2452;10110;Exclu de la vente ;678;60;Pour achat;251562,00;6136151,00;Oui;16206,00;1515,00;14397814
15;108;12;06/06/2016;01/10/2048;2948;19683;Exclu de la vente ;1641;82;Pour achat;270530,00;5897218,00;Oui;18119,00;1488,00;13765346
6;136;12;07/06/2016;02/10/2048;2847;14109;Exclu de la vente ;456;68;Pour achat;279339,00;3208372,00;Oui;12057,00;1383,00;15534728
3;13;15;08/06/2016;03/10/2048;1904;15855;Exclu de la vente ;1415;36;Pour achat;291247,00;7838656,00;Oui;15738,00;1918,00;14057711
14;53;17;09/06/2016;04/10/2048;2290;13027;Exclu de la vente ;1682;69;Pour achat;298811,00;5791793,00;Oui;16224,00;1770,00;11318023
14;230;11;10/06/2016;05/10/2048;3419;16896;Exclu de la vente ;695;79;Pour achat;294692,00;5478379,00;Oui;16092,00;1392,00;12838476
2;243;15;11/06/2016;06/10/2048;3580;12936;Exclu de la vente ;1207;74;Pour achat;274291,00;3757439,00;Oui;12029,00;1662,00;19149250
19;80;13;12/06/2016;07/10/2048;1829;12048;Exclu de la vente ;1155;52;Pour achat;280438,00;7158560,00;Oui;17949,00;1680,00;11938359
12;69;10;13/06/2016;08/10/2048;2141;16998;Exclu de la vente ;1583;39;Pour achat;292779,00;3671309,00;Oui;11378,00;1815,00;10683182
19;123;10;14/06/2016;09/10/2048;2335;10149;Exclu de la vente ;606;78;Pour achat;285399,00;5664969,00;Oui;19477,00;1654,00;12471196
19;205;11;15/06/2016;10/10/2048;2038;11835;Exclu de la vente ;672;97;Pour achat;294755,00;3505588,00;Oui;12583,00;1607,00;16474853
5;180;14;16/06/2016;11/10/2048;2268;14594;Exclu de la vente ;2506;85;Pour achat;267214,00;2152626,00;Oui;15467,00;1753,00;10414501
8;118;11;17/06/2016;12/10/2048;1430;15771;Exclu de la vente ;269;47;Pour achat;262231,00;5285494,00;Oui;17693,00;1078,00;15369804
7;201;20;18/06/2016;13/10/2048;3282;14682;Exclu de la vente ;878;20;Pour achat;258317,00;7531021,00;Oui;13725,00;1059,00;19349317
12;10;16;19/06/2016;14/10/2048;1720;10938;Exclu de la vente ;2267;39;Pour achat;261707,00;2493038,00;Oui;17108,00;1961,00;19984783
3;109;14;20/06/2016;15/10/2048;3453;13856;Exclu de la vente ;747;95;Pour achat;262662,00;5262370,00;Oui;12324,00;1379,00;17048802
12;242;11;21/06/2016;16/10/2048;1381;19290;Exclu de la vente ;1904;31;Pour achat;250456,00;2513763,00;Oui;14555,00;1115,00;13285593
3;34;13;22/06/2016;17/10/2048;2254;14206;Exclu de la vente ;1527;46;Pour achat;292915,00;3170147,00;Oui;17386,00;1567,00;13203296
12;180;15;23/06/2016;18/10/2048;2307;13772;Exclu de la vente ;1908;57;Pour achat;279403,00;2564493,00;Oui;15468,00;1806,00;19356271
12;153;20;24/06/2016;19/10/2048;1973;18229;Exclu de la vente ;515;97;Pour achat;256304,00;3982895,00;Oui;18952,00;1798,00;13688655
16;215;17;25/06/2016;20/10/2048;3775;19941;Exclu de la vente ;1791;99;Pour achat;254450,00;2891705,00;Oui;13912,00;1972,00;14605841
19;111;11;26/06/2016;21/10/2048;1489;17503;Exclu de la vente ;1097;36;Pour achat;272406,00;2532149,00;Oui;17002,00;1501,00;17259138
17;141;18;27/06/2016;22/10/2048;1990;18978;Exclu de la vente ;764;41;Pour achat;286453,00;7906348,00;Oui;12663,00;1235,00;17387796
19;184;12;28/06/2016;23/10/2048;2018;11724;Exclu de la vente ;2227;65;Pour achat;270810,00;6751732,00;Oui;12846,00;1873,00;14709525
14;145;10;29/06/2016;24/10/2048;2900;14758;Exclu de la vente ;977;82;Pour achat;276672,00;2824623,00;Oui;10641,00;1187,00;14334762
4;169;20;30/06/2016;25/10/2048;2729;11672;Exclu de la vente ;926;45;Pour achat;293361,00;4918007,00;Oui;11410,00;1265,00;10898290
15;45;19;01/07/2016;26/10/2048;2266;17433;Exclu de la vente ;961;59;Pour achat;269534,00;4921521,00;Oui;17559,00;1302,00;16807699
19;48;10;02/07/2016;27/10/2048;1778;19552;Exclu de la vente ;373;73;Pour achat;256921,00;3700935,00;Oui;19122,00;1409,00;17386596
6;61;13;03/07/2016;28/10/2048;3933;11367;Exclu de la vente ;212;69;Pour achat;251857,00;6929703,00;Oui;10473,00;1887,00;16307561
13;246;10;04/07/2016;29/10/2048;1817;17097;Exclu de la vente ;1690;35;Pour achat;293676,00;7776099,00;Oui;15218,00;1731,00;19464267
8;202;10;05/07/2016;30/10/2048;1803;16140;Exclu de la vente ;1338;36;Pour achat;291851,00;6539451,00;Oui;11803,00;1377,00;14107306
6;161;10;06/07/2016;31/10/2048;3644;10450;Exclu de la vente ;564;70;Pour achat;293349,00;4939398,00;Oui;17994,00;1040,00;18271683
1;112;16;07/07/2016;01/11/2048;2061;10057;Exclu de la vente ;1855;99;Pour achat;268920,00;5306327,00;Oui;18784,00;1538,00;15254620
17;48;10;08/07/2016;02/11/2048;3372;12072;Exclu de la vente ;2069;98;Pour achat;263626,00;5884777,00;Oui;17436,00;1756,00;16821285
5;166;12;09/07/2016;03/11/2048;1509;18215;Exclu de la vente ;1058;75;Pour achat;292904,00;2248170,00;Oui;18667,00;1829,00;10073040
1;154;19;10/07/2016;04/11/2048;2671;14988;Exclu de la vente ;894;27;Pour achat;265242,00;4709101,00;Oui;12020,00;1341,00;15159727
3;82;20;11/07/2016;05/11/2048;3647;13718;Exclu de la vente ;219;96;Pour achat;278131,00;6252639,00;Oui;16849,00;1513,00;17837906
4;73;11;12/07/2016;06/11/2048;3496;10871;Exclu de la vente ;743;71;Pour achat;298103,00;2536242,00;Oui;19433,00;1469,00;12521389
2;121;15;13/07/2016;07/11/2048;1991;11098;Exclu de la vente ;1679;54;Pour achat;296746,00;7360617,00;Oui;10663,00;1486,00;17993762
7;21;14;14/07/2016;08/11/2048;2218;14675;Exclu de la vente ;1235;76;Pour achat;295372,00;5131523,00;Oui;10018,00;1613,00;10537464
3;119;10;15/07/2016;09/11/2048;3806;15173;Exclu de la vente ;702;66;Pour achat;280416,00;6618943,00;Oui;14357,00;1672,00;19290251
4;115;11;16/07/2016;10/11/2048;1544;18283;Exclu de la vente ;2508;41;Pour achat;263911,00;3729942,00;Oui;13652,00;1260,00;18421187
20;172;20;17/07/2016;11/11/2048;3992;19343;Exclu de la vente ;2354;97;Pour achat;259221,00;2458437,00;Oui;10950,00;1496,00;11505058
1;99;14;18/07/2016;12/11/2048;3848;13027;Exclu de la vente ;1051;22;Pour achat;295497,00;5217037,00;Oui;17772,00;1503,00;18398435
11;170;18;19/07/2016;13/11/2048;1406;16020;Exclu de la vente ;1015;33;Pour achat;293841,00;5251587,00;Oui;16707,00;1109,00;19268045
20;159;19;20/07/2016;14/11/2048;1528;18399;Exclu de la vente ;236;49;Pour achat;289804,00;4978255,00;Oui;18427,00;1839,00;12206415
9;217;12;21/07/2016;15/11/2048;1439;11344;Exclu de la vente ;876;95;Pour achat;264760,00;2483778,00;Oui;12332,00;1071,00;13660945
12;131;19;22/07/2016;16/11/2048;1503;17973;Exclu de la vente ;821;96;Pour achat;278559,00;6797793,00;Oui;13834,00;1221,00;10902389
16;123;17;23/07/2016;17/11/2048;1825;16350;Exclu de la vente ;1897;42;Pour achat;298713,00;4979145,00;Oui;15908,00;1781,00;15479203
13;28;13;24/07/2016;18/11/2048;2280;14912;Exclu de la vente ;373;75;Pour achat;298123,00;6594621,00;Oui;18235,00;1262,00;13351975
1;144;17;25/07/2016;19/11/2048;2713;19506;Exclu de la vente ;1476;54;Pour achat;275011,00;6905842,00;Oui;18547,00;1669,00;16535168
6;21;19;26/07/2016;20/11/2048;1734;11053;Exclu de la vente ;516;40;Pour achat;274210,00;4523033,00;Oui;12119,00;1835,00;16824614
13;243;20;27/07/2016;21/11/2048;3442;19940;Exclu de la vente ;1176;72;Pour achat;292855,00;2174266,00;Oui;10005,00;1383,00;15444191
16;110;12;28/07/2016;22/11/2048;2040;12266;Exclu de la vente ;145;49;Pour achat;286149,00;6704460,00;Oui;17085,00;1205,00;19370763
5;201;19;29/07/2016;23/11/2048;2691;10716;Exclu de la vente ;2218;29;Pour achat;277050,00;7645304,00;Oui;12799,00;1911,00;11137142
9;176;17;30/07/2016;24/11/2048;3066;10488;Exclu de la vente ;2483;55;Pour achat;292626,00;5785925,00;Oui;17813,00;1090,00;15381985
8;31;12;31/07/2016;25/11/2048;3871;18961;Exclu de la vente ;748;97;Pour achat;293572,00;2336162,00;Oui;13116,00;1261,00;14956547
19;187;17;01/08/2016;26/11/2048;3580;19184;Exclu de la vente ;2167;80;Pour achat;275278,00;6533944,00;Oui;13852,00;1597,00;12022636
6;127;13;02/08/2016;27/11/2048;1532;12232;Exclu de la vente ;1075;88;Pour achat;287885,00;2699570,00;Oui;17778,00;1258,00;19244745
14;183;19;03/08/2016;28/11/2048;3006;14055;Exclu de la vente ;1037;69;Pour achat;278167,00;2655580,00;Oui;11030,00;1331,00;10906824
17;115;11;04/08/2016;29/11/2048;3614;17947;Exclu de la vente ;1208;40;Pour achat;281895,00;5677136,00;Oui;19667,00;1565,00;11047301
7;159;13;05/08/2016;30/11/2048;3288;19192;Exclu de la vente ;992;52;Pour achat;270876,00;6529700,00;Oui;15326,00;1278,00;11549812
7;210;14;06/08/2016;01/12/2048;3406;10484;Exclu de la vente ;1875;27;Pour achat;268837,00;3104512,00;Oui;11550,00;1490,00;10440586
14;213;20;07/08/2016;02/12/2048;2324;12692;Exclu de la vente ;2335;96;Pour achat;260852,00;4184222,00;Oui;13305,00;1051,00;11156069
1;56;13;08/08/2016;03/12/2048;1435;10669;Exclu de la vente ;1520;45;Pour achat;279822,00;5713581,00;Oui;11900,00;1145,00;17993938
17;191;14;09/08/2016;04/12/2048;1767;18528;Exclu de la vente ;1839;81;Pour achat;250715,00;5186343,00;Oui;12800,00;1556,00;15158951
17;232;13;10/08/2016;05/12/2048;3747;14522;Exclu de la vente ;1504;97;Pour achat;291372,00;5819073,00;Oui;12059,00;1918,00;14815670
12;90;10;11/08/2016;06/12/2048;2881;17749;Exclu de la vente ;1120;83;Pour achat;256133,00;7258327,00;Oui;16512,00;1959,00;14333100
18;39;13;12/08/2016;07/12/2048;3466;17862;Exclu de la vente ;2040;69;Pour achat;265282,00;7989493,00;Oui;16540,00;1119,00;12659507
1;217;12;13/08/2016;08/12/2048;2704;12173;Exclu de la vente ;1066;100;Pour achat;280862,00;3891983,00;Oui;15194,00;1032,00;15833588
18;103;11;14/08/2016;09/12/2048;1543;11134;Exclu de la vente ;1992;41;Pour achat;291239,00;6149106,00;Oui;14980,00;1210,00;14003944
14;141;11;15/08/2016;10/12/2048;3824;19766;Exclu de la vente ;2281;20;Pour achat;267651,00;6837511,00;Oui;15528,00;1266,00;19945530
8;106;11;16/08/2016;11/12/2048;3035;18270;Exclu de la vente ;1690;99;Pour achat;275948,00;2011449,00;Oui;11451,00;1417,00;15068824
8;201;13;17/08/2016;12/12/2048;3642;14181;Exclu de la vente ;1740;38;Pour achat;257611,00;3863297,00;Oui;10794,00;1854,00;13304238
8;184;11;18/08/2016;13/12/2048;2506;19993;Exclu de la vente ;1891;45;Pour achat;265399,00;4288427,00;Oui;13729,00;1784,00;14329394
10;43;20;19/08/2016;14/12/2048;3525;11402;Exclu de la vente ;495;74;Pour achat;294913,00;5538578,00;Oui;13076,00;1848,00;10163196
3;10;18;20/08/2016;15/12/2048;2916;11260;Exclu de la vente ;2365;56;Pour achat;272760,00;5946132,00;Oui;17309,00;1957,00;16213019
8;254;20;21/08/2016;16/12/2048;4000;16159;Exclu de la vente ;1955;64;Pour achat;268779,00;5458107,00;Oui;12361,00;1262,00;17916780
4;153;20;22/08/2016;17/12/2048;2394;11957;Exclu de la vente ;2345;34;Pour achat;273732,00;6661547,00;Oui;11536,00;1020,00;12152826
4;41;15;23/08/2016;18/12/2048;3774;13408;Exclu de la vente ;806;79;Pour achat;287859,00;5614255,00;Oui;13977,00;1645,00;15148502
12;240;10;24/08/2016;19/12/2048;1836;18023;Exclu de la vente ;1330;59;Pour achat;260891,00;4069889,00;Oui;12457,00;1028,00;17770469
4;74;14;25/08/2016;20/12/2048;2608;18064;Exclu de la vente ;441;93;Pour achat;257171,00;3157313,00;Oui;19161,00;1639,00;17214771
7;213;11;26/08/2016;21/12/2048;3690;12983;Exclu de la vente ;650;76;Pour achat;256530,00;6463690,00;Oui;11059,00;1684,00;18489697
20;208;14;27/08/2016;22/12/2048;2165;12602;Exclu de la vente ;1791;45;Pour achat;284281,00;2269490,00;Oui;15678,00;1738,00;19906960
8;69;17;28/08/2016;23/12/2048;2045;12610;Exclu de la vente ;639;41;Pour achat;252696,00;6942298,00;Oui;11930,00;1881,00;16637647
18;92;17;29/08/2016;24/12/2048;2692;17625;Exclu de la vente ;1518;21;Pour achat;299930,00;3549612,00;Oui;18951,00;1857,00;14090473
10;58;18;30/08/2016;25/12/2048;1888;11264;Exclu de la vente ;2125;62;Pour achat;274188,00;3340813,00;Oui;15535,00;1677,00;13827297
8;29;13;31/08/2016;26/12/2048;3306;18305;Exclu de la vente ;925;65;Pour achat;287457,00;7237735,00;Oui;15047,00;1238,00;16444074
5;147;13;01/09/2016;27/12/2048;3686;18258;Exclu de la vente ;1961;81;Pour achat;250755,00;3777252,00;Oui;14392,00;1319,00;19796318
20;64;20;02/09/2016;28/12/2048;1477;10163;Exclu de la vente ;2371;78;Pour achat;268573,00;3541446,00;Oui;10587,00;1340,00;11780308
19;160;15;03/09/2016;29/12/2048;2341;13750;Exclu de la vente ;1607;28;Pour achat;265494,00;6203366,00;Oui;14804,00;1872,00;17112887
1;110;18;04/09/2016;30/12/2048;1800;14736;Exclu de la vente ;1521;97;Pour achat;277696,00;6956627,00;Oui;11089,00;1400,00;12861455
3;76;20;05/09/2016;31/12/2048;1798;12157;Exclu de la vente ;1300;71;Pour achat;266990,00;4055882,00;Oui;10339,00;1395,00;11593111
19;61;15;06/09/2016;01/01/2049;2150;19937;Exclu de la vente ;962;61;Pour achat;293192,00;7963458,00;Oui;15888,00;1048,00;19475386
19;40;12;07/09/2016;02/01/2049;1647;12886;Exclu de la vente ;932;41;Pour achat;287846,00;3310802,00;Oui;19238,00;1968,00;15016680
5;129;11;08/09/2016;03/01/2049;3204;18971;Exclu de la vente ;2250;96;Pour achat;265211,00;4317648,00;Oui;17825,00;1132,00;19390945
18;250;20;09/09/2016;04/01/2049;2628;14455;Exclu de la vente ;998;70;Pour achat;293203,00;5390015,00;Oui;18096,00;1266,00;14292831
17;24;18;10/09/2016;05/01/2049;1750;15571;Exclu de la vente ;2250;44;Pour achat;298603,00;7669050,00;Oui;11344,00;1229,00;14811635
14;45;10;11/09/2016;06/01/2049;3980;13267;Exclu de la vente ;1756;75;Pour achat;288411,00;7485680,00;Oui;19571,00;1291,00;13178372
17;249;20;12/09/2016;07/01/2049;3966;19442;Exclu de la vente ;575;96;Pour achat;276906,00;5747408,00;Oui;11462,00;1807,00;14316850
12;90;15;13/09/2016;08/01/2049;2791;17716;Exclu de la vente ;1954;72;Pour achat;273658,00;4876057,00;Oui;11272,00;1151,00;11254851
9;145;14;14/09/2016;09/01/2049;1536;18742;Exclu de la vente ;1891;96;Pour achat;280928,00;6154271,00;Oui;10999,00;1689,00;13998327
8;134;20;15/09/2016;10/01/2049;3359;14156;Exclu de la vente ;149;33;Pour achat;281922,00;6635698,00;Oui;13719,00;1594,00;17624178
12;123;12;16/09/2016;11/01/2049;1819;18755;Exclu de la vente ;1356;38;Pour achat;255733,00;7922226,00;Oui;11080,00;1642,00;16421918
7;158;11;17/09/2016;12/01/2049;2950;19565;Exclu de la vente ;697;34;Pour achat;286551,00;3084247,00;Oui;17747,00;1528,00;15779041
18;115;16;18/09/2016;13/01/2049;3474;13701;Exclu de la vente ;855;95;Pour achat;255862,00;3222073,00;Oui;13014,00;1742,00;19859325
19;195;15;19/09/2016;14/01/2049;2983;15059;Exclu de la vente ;2150;45;Pour achat;281051,00;2806449,00;Oui;16359,00;1262,00;12382190
16;12;11;20/09/2016;15/01/2049;2650;10134;Exclu de la vente ;2202;25;Pour achat;273767,00;7225557,00;Oui;19918,00;1733,00;18003119
9;66;15;21/09/2016;16/01/2049;1391;18790;Exclu de la vente ;2474;36;Pour achat;261427,00;3036763,00;Oui;18990,00;1001,00;12582578
4;28;11;22/09/2016;17/01/2049;1400;12128;Exclu de la vente ;543;63;Pour achat;271096,00;3500827,00;Oui;18583,00;1865,00;17758692
13;70;12;23/09/2016;18/01/2049;2723;14685;Exclu de la vente ;652;63;Pour achat;257211,00;2962861,00;Oui;12236,00;1459,00;18853887
7;231;12;24/09/2016;19/01/2049;2123;16982;Exclu de la vente ;1608;24;Pour achat;285052,00;6248515,00;Oui;13725,00;1266,00;13261399
15;150;19;25/09/2016;20/01/2049;1408;17456;Exclu de la vente ;2499;26;Pour achat;269876,00;4693277,00;Oui;19758,00;1097,00;14661170
5;100;10;26/09/2016;21/01/2049;3693;14966;Exclu de la vente ;987;69;Pour achat;259262,00;4531925,00;Oui;12019,00;1754,00;19622013
6;30;17;27/09/2016;22/01/2049;3831;19523;Exclu de la vente ;2357;91;Pour achat;271391,00;2403814,00;Oui;11203,00;1549,00;12427664
1;188;13;28/09/2016;23/01/2049;3381;16385;Exclu de la vente ;1021;88;Pour achat;275692,00;6877004,00;Oui;19768,00;1360,00;15314287
15;135;14;29/09/2016;24/01/2049;2907;14162;Exclu de la vente ;2160;36;Pour achat;265371,00;4139015,00;Oui;19242,00;1127,00;15721367
6;16;12;30/09/2016;25/01/2049;2678;15820;Exclu de la vente ;1580;92;Pour achat;251200,00;7708567,00;Oui;13882,00;1418,00;14004824
2;195;12;01/10/2016;26/01/2049;1488;16075;Exclu de la vente ;970;20;Pour achat;279079,00;6760124,00;Oui;11795,00;1733,00;10285760
